,TICKET_ID,LIBELLE_ENCODED
431,35202286,1017
432,35202286,1016
433,33790633,84
434,33790633,314
435,33790633,1088
436,33790633,341
437,34311187,729
438,34311187,639
439,34311187,299
440,34311187,1071
441,34311187,1095
442,35229370,368
443,35363684,363
444,35473166,683
445,35709912,46
446,35709912,121
447,35709912,121
448,36113648,230
449,36113648,236
450,36113648,338
451,36113648,229
452,36294939,167
453,32988460,121
454,32988460,591
455,32988460,590
456,32988460,581
457,32988460,598
458,33399976,161
459,33465747,549
460,33608523,777
461,34125829,161
462,34145767,161
463,34145767,721
464,34145767,633
465,34674704,335
466,34674704,909
467,34962304,161
468,34962304,721
469,34962304,633
470,34962304,601
471,34962304,601
472,34962304,597
473,34962304,594
474,35034207,601
475,35493723,161
476,35493723,156
477,35961021,547
478,35961021,137
479,36364001,321
480,33382801,13
481,34095074,13
482,35942197,1118
483,35942197,779
484,35942197,13
485,33683926,601
486,33779829,1163
487,33779829,1099
488,33779829,123
489,33863098,269
490,32972303,1058
491,32972303,570
492,32972303,1133
493,32972303,50
494,32972303,644
495,32972303,1097
496,32972303,634
497,33464526,124
498,33464526,257
499,33464526,259
500,33464526,595
501,33464526,598
502,33769205,1103
503,33769205,137
504,33769205,1023
505,33769205,634
506,34419587,599
507,34419587,1103
508,34419587,1153
509,34419587,1177
510,34419587,634
511,34419587,601
512,34419587,600
513,34734727,90
514,34734727,654
515,34995424,684
516,34995424,640
517,34995424,842
518,34995424,38
519,34995424,198
520,34995424,633
521,35097830,1103
522,35097830,1023
523,35097830,595
524,35097830,594
525,35377600,1058
526,35377600,929
527,35377600,624
528,36004934,1133
529,36004934,53
530,36004934,629
531,36004934,46
532,36004934,124
533,36004934,1099
534,36004934,1098
535,36310345,230
536,36310345,692
537,36310345,628
538,36310345,60
539,36310345,1099
540,36310345,259
541,36310345,634
542,33079331,1024
543,33079331,794
544,33079331,7
545,33079331,746
546,33079331,1023
547,33112692,171
548,33112692,794
549,33112692,7
550,33112692,7
551,33112692,746
552,33112692,1022
553,33112692,1095
554,33678765,702
555,33678765,1088
556,33678765,7
557,33678765,1135
558,34811173,1126
559,34811173,849
560,34811173,295
561,34811173,931
562,34811173,171
563,34811173,1088
564,34811173,854
565,34811173,7
566,34811173,7
567,33963457,335
568,33963457,383
569,34404301,1120
570,34404301,1135
571,33335215,568
572,33574575,568
573,33574575,303
574,33574575,672
575,34122491,568
576,34122491,341
577,35061808,568
578,35782367,568
579,36475498,568
580,36475498,568
581,35382270,300
582,35382270,416
583,35382270,814
584,35382270,257
585,35382270,594
586,35382270,594
587,35382270,600
588,36002921,304
589,36002921,698
590,36002921,53
591,36002921,576
592,33455788,124
593,33455788,92
594,33455788,120
595,33315353,915
596,33315353,503
597,33127165,257
598,33837320,257
599,34653064,906
600,34653064,257
601,34653064,805
602,35655946,906
603,35655946,257
604,34513782,310
605,35102164,320
606,34185155,95
607,34185155,721
608,34185155,298
609,34590094,8
610,34590094,535
611,34590094,789
612,35853665,1121
613,35853665,535
614,35853665,298
615,35853665,298
616,32961117,792
617,32961117,60
618,32961117,43
619,33119079,525
620,33119079,917
621,33119079,185
622,33119079,245
623,33119079,243
624,33529460,542
625,34750770,1076
626,34750770,917
627,34750770,792
628,34750770,240
629,34750770,245
630,34750770,542
631,34750770,634
632,34202005,1204
633,35253105,1222
634,35253105,281
635,34963044,1096
636,34963044,1231
637,34963044,1218
638,35262638,1218
639,35262638,390
640,35024466,1245
641,35024466,1227
642,35024466,1160
643,35024466,839
644,35664944,1197
645,35664944,1244
646,35872126,630
647,35872126,628
648,35872126,1160
649,35872126,1249
650,35872126,1247
651,35872126,1228
652,34708951,272
653,34708951,379
654,35277835,272
655,35277835,271
656,35613648,1117
657,35613648,1120
658,35613648,325
659,35983578,1136
660,35983578,281
661,36260716,170
662,36260716,162
663,36260716,1235
664,36260716,1099
665,33848322,907
666,33848322,149
667,33848322,139
668,34521781,1101
669,34521781,1120
670,34521781,92
671,34521781,24
672,34521781,100
673,34521781,596
674,34863506,1120
675,34863506,1120
676,34863506,1120
677,34863506,602
678,34863506,602
679,34863506,753
680,34863506,753
681,34863506,379
682,34863506,100
683,34863506,1099
684,34863506,1097
685,34863506,596
686,34863506,596
687,35457980,320
688,35457980,362
689,35457980,363
690,33265494,39
691,33265494,116
692,33265494,1022
693,34425104,11
694,36251342,303
695,36251342,757
696,36251342,750
697,32963792,114
698,33498613,39
699,33498613,44
700,33498613,805
701,33798870,788
702,33798870,114
703,34856941,729
704,35158811,37
705,35158811,38
706,35158811,1169
707,35158811,805
708,35502851,124
709,36327031,1023
710,36327031,765
711,33860057,180
712,33860057,418
713,33860057,178
714,33930382,1120
715,33930382,809
716,33930382,818
717,33930382,488
718,33930382,423
719,33930382,486
720,33930382,424
721,33930382,257
722,33930382,281
723,33930382,1177
724,33930382,683
725,33930382,7
726,33930382,1099
727,33930382,1180
728,35721111,888
729,35721111,451
730,35721111,210
731,35965324,448
732,36028109,912
733,36261030,888
734,33533737,354
735,33533737,600
736,33533737,581
737,34621911,599
738,34621911,303
739,34621911,597
740,35306921,126
741,35306921,323
742,35306921,595
743,35306921,600
744,35656418,126
745,35656418,626
746,35656418,626
747,33368158,517
748,33779051,1096
749,33779051,149
750,33779051,655
751,33779051,44
752,33779051,1051
753,33779051,594
754,33779051,594
755,36080048,64
756,36080048,698
757,36080048,230
758,36080048,630
759,36080048,576
760,36080048,229
761,36080048,628
762,36080048,860
763,36080048,78
764,36080048,72
765,36080048,160
766,36080048,858
767,36080048,73
768,36080048,70
769,36080048,68
770,33631641,1069
771,35469198,1136
772,35469198,1120
773,35469198,1120
774,35469198,271
775,35469198,702
776,35469198,849
777,35469198,257
778,35469198,1069
779,35469198,1069
780,36018211,271
781,36018211,242
782,36018211,68
783,36018211,898
784,36018211,355
785,36018211,750
786,36243878,587
787,36243878,585
788,36243878,584
789,36243878,1109
790,36243878,1069
791,34679558,600
792,34643358,49
793,34643358,383
794,34643358,353
795,35609456,1076
796,35609456,403
797,36226488,698
798,36226488,230
799,36226488,284
800,36226488,53
801,36226488,630
802,33120977,316
803,33265624,309
804,33623587,602
805,33920050,281
806,34679846,310
807,35593391,718
808,36007538,271
809,36007538,121
810,34734794,1136
811,34734794,587
812,34734794,729
813,34734794,640
814,34734794,299
815,34734794,633
816,34734794,596
817,34734794,595
818,34734794,597
819,34734794,1135
820,36475056,284
821,36475056,283
822,36475056,54
823,36475056,125
824,36475056,595
825,36475056,595
826,36475056,597
827,33318903,928
828,33735578,403
829,34058151,823
830,34274122,217
831,34274122,587
832,34274122,1079
833,34274122,867
834,34274122,815
835,34869536,299
836,34869536,1218
837,34869536,1202
838,35636476,1197
839,33248960,889
840,33038684,370
841,34213013,757
842,36082485,39
843,34605731,845
844,34605731,717
845,36034909,236
846,36034909,236
847,36034909,692
848,36034909,692
849,36034909,629
850,36034909,629
851,36046242,257
852,35550191,685
853,33099951,1126
854,33099951,4
855,33099951,275
856,33099951,713
857,33099951,613
858,33099951,265
859,33229499,713
860,33229499,613
861,33229499,1095
862,33229499,265
863,33367244,1105
864,33367244,238
865,33367244,777
866,33367244,613
867,33367244,265
868,33670639,121
869,33670639,1126
870,33670639,713
871,34007691,121
872,34007691,121
873,34007691,1109
874,34066806,1097
875,34253497,1118
876,34253497,1109
877,34539870,121
878,34539870,121
879,34539870,1126
880,34539870,1109
881,34539870,1105
882,34539870,275
883,34539870,1135
884,34812666,121
885,35095741,1126
886,35095741,1109
887,35095741,121
888,35343093,1126
889,35343093,121
890,35633324,613
891,35633324,265
892,35849240,713
893,36050986,1105
894,36050986,713
895,36050986,765
896,36050986,765
897,33341662,253
898,33341662,1097
899,34840705,1136
900,34840705,1117
901,34840705,1105
902,34840705,703
903,34840705,1119
904,33732625,161
905,35878756,718
906,34903108,1136
907,34903108,1117
908,33402742,157
909,33402742,294
910,33402742,826
911,33402742,257
912,33402742,281
913,33762418,555
914,33762418,257
915,33696543,1126
916,33696543,1105
917,33696543,160
918,34265067,789
919,34265067,298
920,35215002,759
921,35215002,275
922,35215002,310
923,35837931,316
924,35867080,310
925,34010681,1065
926,34010681,1137
927,34010681,1138
928,32942967,956
929,34943693,347
930,34943693,95
931,33829109,305
932,33829109,116
933,34703820,825
934,34703820,1022
935,34703820,1028
936,35028786,310
937,33009309,839
938,33106781,748
939,33106781,749
940,33106781,713
941,33296055,39
942,33296055,88
943,33296055,595
944,33704049,684
945,33704049,611
946,33704049,602
947,34302150,350
948,34302150,906
949,34302150,392
950,34302150,1099
951,34397734,705
952,34397734,906
953,35201662,588
954,35201662,912
955,35201662,702
956,35201662,705
957,35201662,822
958,35327027,350
959,35327027,583
960,35327027,849
961,35327027,652
962,35447412,320
963,35847369,1153
964,35847369,390
965,35847369,100
966,35932741,698
967,35932741,283
968,35932741,54
969,36275146,588
970,36275146,698
971,36275146,230
972,36275146,230
973,36275146,630
974,34061991,777
975,33556578,150
976,33556578,1230
977,33556578,718
978,33568501,214
979,33568501,971
980,33568501,1193
981,33285281,642
982,33285281,515
983,33285281,515
984,34339878,515
985,34370679,714
986,35963118,514
987,34291008,46
988,34291008,1099
989,34008408,68
990,34035486,702
991,34035486,257
992,34035487,1216
993,34035487,60
994,33710235,402
995,33710235,298
996,33898669,702
997,33898669,298
998,34293521,216
999,34450980,402
1000,34964650,368
1001,35097909,536
1002,35349558,115
1003,35349558,46
1004,35655689,732
1005,35883668,64
1006,35883668,46
1007,36069566,1105
1008,34477749,929
1009,34477749,322
1010,34477749,745
1011,34477749,795
1012,35273795,586
1013,35273795,587
1014,35273795,584
1015,36021206,585
1016,36021206,768
1017,36021206,401
1018,36021206,815
1019,36021206,367
1020,33584457,792
1021,33584457,1016
1022,35999384,1215
1023,36290467,39
1024,36290467,242
1025,36290467,67
1026,36290467,355
1027,36290467,750
1028,36290467,597
1029,36326415,246
1030,36326415,125
1031,36326415,241
1032,36326415,240
1033,36326415,245
1034,36326415,244
1035,36326415,916
1036,36326415,73
1037,36326415,384
1038,36326415,595
1039,32979610,1005
1040,32979612,461
1041,32979612,805
1042,35861449,698
1043,35002629,364
1044,35638350,1133
1045,35638350,1128
1046,35638350,636
1047,35638350,619
1048,36197552,568
1049,36197552,619
1050,36197552,900
1051,36379287,355
1052,33313382,1016
1053,33031098,1095
1054,33109374,915
1055,33289784,755
1056,33289784,70
1057,33289784,67
1058,33289784,7
1059,33649241,217
1060,33649241,7
1061,33925020,354
1062,33925020,355
1063,33925064,912
1064,34198842,623
1065,34198842,720
1066,34198842,779
1067,34198842,721
1068,34198842,633
1069,35623267,794
1070,35623267,746
1071,35623267,353
1072,35865065,404
1073,35865065,633
1074,35865065,7
1075,34743035,759
1076,34743035,1135
1077,36199847,1023
1078,36199847,124
1079,36199847,596
1080,33424405,287
1081,33630297,1065
1082,33630297,1138
1083,33630297,909
1084,34225417,1138
1085,34225417,904
1086,34225417,1024
1087,35130532,1225
1088,35130532,1138
1089,35130532,32
1090,35389422,1022
1091,35389422,227
1092,35816799,1023
1093,34153929,1243
1094,34153929,1242
1095,34153929,596
1096,34153929,600
1097,34153929,123
1098,36182911,550
1099,36182911,888
1100,36182911,1017
1101,36182911,825
1102,36182911,210
1103,36182911,259
1104,35304016,125
1105,35304016,1099
1106,35894519,599
1107,35894519,600
1108,34050983,203
1109,34050983,415
1110,34050983,1135
1111,35699085,64
1112,35699085,240
1113,35699085,732
1114,35699085,44
1115,35699085,896
1116,35699085,368
1117,35985251,271
1118,35985251,44
1119,35985251,49
1120,35985251,46
1121,35985251,1099
1122,35985251,1135
1123,36407325,586
1124,36407325,39
1125,36407325,771
1126,36407325,243
1127,36407325,69
1128,36407325,362
1129,36407325,899
1130,34897479,935
1131,34897479,722
1132,35392339,235
1133,35392339,125
1134,35392339,1099
1135,33352161,1118
1136,33352161,120
1137,33737216,121
1138,33737216,1111
1139,33737216,99
1140,33737216,1148
1141,33737216,341
1142,33737216,1017
1143,33737216,708
1144,33737216,160
1145,33737216,169
1146,33737216,742
1147,33737216,1147
1148,35985737,574
1149,35985737,692
1150,35985737,629
1151,33048860,904
1152,33048860,907
1153,33363232,1100
1154,33363232,1184
1155,33737876,1118
1156,33737876,1099
1157,33737876,259
1158,33849127,1082
1159,33849127,1135
1160,33970271,990
1161,33970271,779
1162,33970271,634
1163,34022420,1026
1164,34022420,1026
1165,34022420,634
1166,34022420,634
1167,34160930,1118
1168,34160930,11
1169,34160930,11
1170,34160930,1098
1171,34446229,856
1172,34446229,43
1173,34626271,1069
1174,34660031,1073
1175,35163036,1245
1176,35163036,905
1177,35163036,58
1178,35380306,1002
1179,35463067,104
1180,35463067,634
1181,35627955,139
1182,35627955,44
1183,35856687,1076
1184,35856687,157
1185,35856687,1095
1186,35928846,630
1187,35928846,54
1188,36218081,687
1189,36218081,630
1190,33632720,835
1191,36401092,122
1192,36401092,604
1193,36481173,147
1194,36481173,150
1195,36481173,1048
1196,36481173,908
1197,36333026,304
1198,36333026,600
1199,34286534,145
1200,34309882,192
1201,34309882,948
1202,34309882,1185
1203,34309882,123
1204,34713434,1185
1205,33641523,1122
1206,34658370,845
1207,34658370,846
1208,34658370,1140
1209,35417999,503
1210,35417999,996
1211,36014716,236
1212,36014716,692
1213,36014716,629
1214,36014716,576
1215,36014716,229
1216,36014716,628
1217,33326574,1101
1218,33326574,912
1219,33326574,438
1220,33326574,178
1221,33326574,123
1222,34304820,588
1223,34304820,1101
1224,34304820,584
1225,34304820,912
1226,34304820,907
1227,34304820,938
1228,34613846,1058
1229,34613846,912
1230,34613846,912
1231,34613846,140
1232,34613846,257
1233,34613846,824
1234,34631499,1101
1235,34631499,825
1236,36258662,912
1237,36258662,779
1238,36258662,140
1239,34081922,335
1240,34081922,1073
1241,33680083,1023
1242,33680083,259
1243,35618016,377
1244,35618016,1023
1245,32982911,706
1246,33052190,906
1247,33500402,845
1248,33500402,906
1249,33500430,845
1250,33630189,1146
1251,33879770,339
1252,33973413,845
1253,33973413,1234
1254,33973413,1197
1255,34281771,39
1256,34281771,585
1257,34281771,44
1258,34537253,303
1259,34537253,339
1260,35058742,1231
1261,35058743,306
1262,35058743,345
1263,35235630,242
1264,35235630,243
1265,35320493,1235
1266,35657738,907
1267,35754101,373
1268,35896654,845
1269,36026118,906
1270,36082873,906
1271,36508880,906
1272,32950212,1
1273,32950212,310
1274,32950212,906
1275,32950212,904
1276,32950212,907
1277,32950212,660
1278,33115817,798
1279,33435042,908
1280,34329045,906
1281,34329045,907
1282,34329045,816
1283,35030641,906
1284,35030641,904
1285,35030641,907
1286,35202838,1213
1287,35202838,906
1288,35202838,907
1289,35202838,125
1290,35716700,802
1291,35716700,907
1292,35716700,401
1293,36053412,906
1294,36053412,907
1295,36053412,805
1296,36510286,379
1297,33089098,269
1298,36053241,39
1299,36053241,692
1300,36053241,242
1301,36053241,242
1302,36053241,68
1303,36053241,60
1304,36053241,898
1305,36053241,750
1306,33266228,101
1307,33576638,281
1308,33576638,1023
1309,35051328,1117
1310,35051328,919
1311,35593486,1024
1312,33237138,702
1313,33600823,1133
1314,33770240,860
1315,34198540,597
1316,34327701,1096
1317,34738579,721
1318,34818780,595
1319,34818780,597
1320,34818780,598
1321,35102112,860
1322,35326282,702
1323,35326282,125
1324,35628723,259
1325,35919676,125
1326,35919676,597
1327,35598000,802
1328,35598000,257
1329,36254661,386
1330,36254661,257
1331,36254662,342
1332,32935930,568
1333,33086798,568
1334,33544031,721
1335,33810677,1099
1336,34388532,640
1337,34822982,568
1338,35104111,1159
1339,35104111,1213
1340,35104111,1245
1341,35104111,379
1342,35497944,303
1343,35947321,568
1344,35990425,629
1345,33476868,74
1346,33476868,73
1347,33639361,1146
1348,33639361,611
1349,33639361,1147
1350,35129361,1115
1351,35129361,1124
1352,35319841,306
1353,33715577,204
1354,34445261,269
1355,34525268,1101
1356,34525268,1103
1357,34525268,1102
1358,34525268,272
1359,34525268,272
1360,34525268,92
1361,34525268,92
1362,34525268,88
1363,34525268,634
1364,34525269,88
1365,34525269,595
1366,36142181,594
1367,36275535,599
1368,36275535,698
1369,36275535,54
1370,36275535,54
1371,33150283,20
1372,33452738,137
1373,33625921,717
1374,33875908,1099
1375,34221833,196
1376,34566719,20
1377,34793920,137
1378,35027894,717
1379,35078771,588
1380,35385557,1069
1381,35653548,124
1382,36011580,218
1383,36227083,230
1384,36227083,1121
1385,33396080,257
1386,33968818,779
1387,33968818,257
1388,34614870,257
1389,35554335,242
1390,35554335,241
1391,35554335,243
1392,35554335,257
1393,35803137,97
1394,35803137,596
1395,33696286,596
1396,33795505,595
1397,34204985,599
1398,34204985,599
1399,34431153,585
1400,35519912,1147
1401,33266691,386
1402,33313676,4
1403,33313676,107
1404,33608880,1126
1405,34216481,385
1406,34324839,1126
1407,35197185,107
1408,35377843,385
1409,35513988,325
1410,36176369,702
1411,33043885,631
1412,33794529,1233
1413,34010446,165
1414,34010446,1147
1415,34288322,729
1416,34393945,9
1417,34473563,568
1418,34876507,39
1419,35049200,165
1420,35049200,165
1421,35315210,1099
1422,36496301,133
1423,32992652,959
1424,33042634,133
1425,33042634,281
1426,33042634,49
1427,33042634,51
1428,33977551,1124
1429,34393493,503
1430,34659052,549
1431,34659052,12
1432,34886848,210
1433,34886848,948
1434,35097976,702
1435,35097976,849
1436,35230503,272
1437,35230503,271
1438,35457194,1110
1439,35457194,133
1440,33139481,81
1441,33395204,69
1442,33395204,67
1443,33395204,65
1444,33510397,3
1445,33728323,607
1446,33728323,1099
1447,33948104,178
1448,34011210,1102
1449,34260883,1103
1450,34260883,974
1451,34460863,766
1452,34460863,815
1453,34460863,718
1454,34547921,568
1455,34878458,753
1456,34878458,310
1457,34878458,598
1458,35025674,730
1459,35025674,205
1460,35025674,125
1461,35128097,1135
1462,35338429,1103
1463,35518319,718
1464,35775427,205
1465,35775427,601
1466,35775427,1135
1467,36031005,596
1468,36031005,1135
1469,36210489,974
1470,35547053,1018
1471,33751971,600
1472,33964590,339
1473,34676074,568
1474,35994598,595
1475,33089526,255
1476,33089526,739
1477,35375674,1097
1478,33580290,207
1479,33866250,826
1480,34114560,781
1481,34114560,705
1482,34425181,13
1483,34425181,11
1484,34425181,257
1485,34838302,1067
1486,34838302,281
1487,34838302,57
1488,35090912,257
1489,35090912,1174
1490,35271619,822
1491,35489592,257
1492,36104522,53
1493,36104522,594
1494,36300780,257
1495,36300780,281
1496,34209513,150
1497,34807009,600
1498,34850830,147
1499,35210297,298
1500,35532684,109
1501,35910326,915
1502,32992653,959
1503,33247587,555
1504,33474402,133
1505,33474402,1016
1506,33977552,1086
1507,34024110,13
1508,34272666,90
1509,34272666,1153
1510,34393492,588
1511,34393492,586
1512,34393492,585
1513,34447792,9
1514,34886847,172
1515,35097975,956
1516,35097975,956
1517,35097975,504
1518,35484250,1114
1519,36056598,544
1520,36056598,1116
1521,36056598,849
1522,36056598,1124
1523,33169543,955
1524,33664926,825
1525,34300387,12
1526,35592835,257
1527,35942974,215
1528,35942974,68
1529,33828338,1101
1530,32966800,108
1531,32966800,1002
1532,32966800,1002
1533,32966800,1004
1534,33014609,105
1535,33024435,109
1536,33024435,1004
1537,33154233,1004
1538,33385466,110
1539,33385466,950
1540,33385466,978
1541,35074085,109
1542,35504602,1002
1543,35644177,1002
1544,35644177,458
1545,35887340,1004
1546,35972841,971
1547,36002745,109
1548,36002745,929
1549,36052771,929
1550,36347221,429
1551,36347221,461
1552,33305878,1005
1553,33305878,594
1554,33599894,581
1555,33792143,770
1556,33966275,594
1557,34528780,384
1558,34528780,594
1559,34914390,1112
1560,35049918,298
1561,35298776,1136
1562,35722981,687
1563,35722981,1149
1564,35872685,236
1565,36073153,63
1566,36330913,738
1567,36330913,692
1568,36330913,283
1569,33006095,827
1570,33020343,827
1571,33169759,1025
1572,33169759,827
1573,33169761,827
1574,33474553,708
1575,33529339,638
1576,33529339,638
1577,33710055,137
1578,34951533,568
1579,34951533,708
1580,34964254,708
1581,34999849,303
1582,34999849,125
1583,35161003,1245
1584,35089443,1
1585,36177521,576
1586,36177521,1
1587,36177521,275
1588,35606594,39
1589,35606594,1099
1590,35832108,275
1591,35832108,57
1592,33030453,170
1593,33030453,45
1594,33169730,885
1595,33169730,165
1596,33169730,1097
1597,33483024,43
1598,33483024,1099
1599,33483024,1097
1600,33507953,1255
1601,33695313,812
1602,33726112,165
1603,33909368,165
1604,33988285,739
1605,33988285,1099
1606,34135699,272
1607,34135699,43
1608,34135699,45
1609,34300311,885
1610,34300311,1097
1611,34300311,259
1612,34628424,1133
1613,34628424,1092
1614,34628424,165
1615,35015930,162
1616,35015930,812
1617,35015930,43
1618,35184457,885
1619,35263138,271
1620,35263138,165
1621,35263138,257
